Age,Attrition,BusinessTravel,DailyRate,i,Education,EducationField,Gender,HourlyRate,JobLevel,]=,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
27,No,Travel_Rarely,975,Research & Development,3,Medical,Female,55,2,Healthcare Representative,1,Single,6811,23398,No,19,3,80,9,2,1,7,6,0
29,No,Travel_Rarely,1090,Sales,3,Marketing,Male,83,1,Sales Representative,2,Divorced,2297,17967,No,14,3,80,2,2,3,2,2,2
53,No,Travel_Rarely,346,Research & Development,3,Life Sciences,Male,86,2,Laboratory Technician,4,Single,2450,10919,No,17,3,80,19,4,3,2,2,2
35,No,Non-Travel,1225,Research & Development,4,Life Sciences,Female,61,2,Healthcare Representative,1,Divorced,5093,4761,No,11,3,80,16,2,4,1,0,0
32,No,Travel_Frequently,430,Research & Development,4,Life Sciences,Male,80,2,Laboratory Technician,4,Married,5309,21146,No,15,3,80,10,2,3,10,8,4
38,No,Travel_Rarely,268,Research & Development,5,Medical,Male,92,1,Research Scientist,3,Married,3057,20471,Yes,13,3,80,6,0,1,1,0,0
34,No,Travel_Rarely,167,Research & Development,5,Life Sciences,Female,32,2,Manufacturing Director,1,Divorced,5121,4187,No,14,3,80,7,3,3,0,0,0
52,No,Travel_Rarely,621,Sales,4,Marketing,Male,31,4,Manager,1,Married,16856,10084,No,11,3,80,34,3,4,34,6,1
33,Yes,Travel_Rarely,527,Research & Development,4,Other,Male,63,1,Research Scientist,4,Single,2686,5207,Yes,13,3,80,10,2,2,10,9,7
25,No,Travel_Rarely,883,Sales,1,Medical,Female,32,2,Sales Executive,4,Single,6180,22807,No,23,4,80,6,5,2,6,5,1
45,No,Travel_Rarely,954,Sales,2,Technical Degree,Male,46,2,Sales Representative,3,Single,6632,12388,No,13,3,80,9,3,3,8,7,3
23,No,Travel_Rarely,310,Research & Development,1,Medical,Male,79,1,Research Scientist,3,Single,3505,19630,No,18,3,80,2,3,3,2,2,0
47,Yes,Travel_Frequently,719,Sales,2,Life Sciences,Female,77,2,Sales Executive,3,Single,6397,10339,Yes,12,3,80,8,2,3,5,4,1
34,No,Travel_Rarely,304,Sales,3,Other,Male,60,2,Sales Executive,4,Single,6274,18686,No,22,4,80,6,5,3,6,5,1
55,Yes,Travel_Rarely,725,Research & Development,3,Medical,Male,78,5,Manager,1,Married,19859,21199,Yes,13,3,80,24,2,3,5,2,1
36,No,Non-Travel,1434,Sales,4,Life Sciences,Male,76,3,Sales Executive,1,Single,7587,14229,No,15,3,80,10,1,3,10,7,0
52,No,Non-Travel,715,Research & Development,4,Medical,Male,41,1,Research Scientist,4,Married,4258,26589,No,18,3,80,5,3,3,4,3,1
26,No,Travel_Frequently,575,Research & Development,2,Life Sciences,Female,71,1,Laboratory Technician,4,Divorced,4364,5288,No,14,3,80,5,2,3,2,2,2
29,No,Travel_Rarely,657,Research & Development,3,Medical,Female,66,2,Healthcare Representative,3,Married,4335,25549,No,12,3,80,11,3,2,8,7,1
26,Yes,Travel_Rarely,1146,Sales,3,Technical Degree,Male,38,2,Sales Executive,1,Single,5326,3064,No,17,3,80,6,2,2,4,3,1
34,No,Travel_Rarely,182,Research & Development,4,Life Sciences,Female,72,1,Research Scientist,4,Single,3280,13551,No,16,3,80,10,2,3,4,2,1
54,No,Travel_Rarely,376,Research & Development,4,Medical,Female,95,2,Manufacturing Director,1,Divorced,5485,22670,Yes,11,3,80,9,4,3,5,3,1
27,No,Travel_Frequently,829,Sales,1,Marketing,Male,84,2,Sales Executive,4,Married,4342,24008,No,19,3,80,5,3,3,4,2,1
37,No,Travel_Rarely,571,Research & Development,1,Life Sciences,Female,82,1,Research Scientist,1,Divorced,2782,19905,Yes,13,3,80,6,3,2,5,3,4
38,No,Travel_Frequently,240,Research & Development,4,Life Sciences,Female,75,2,Manufacturing Director,1,Single,5980,26085,Yes,12,3,80,17,2,3,15,7,4
34,No,Travel_Rarely,121,Research & Development,4,Medical,Female,86,1,Research Scientist,1,Single,4381,7530,No,11,3,80,6,3,3,6,5,1
35,No,Travel_Rarely,384,Sales,4,Life Sciences,Female,72,1,Sales Representative,4,Married,2572,20317,No,16,3,80,3,1,2,3,2,0
30,No,Travel_Rarely,921,Research & Development,3,Life Sciences,Male,38,1,Laboratory Technician,3,Married,3833,24375,No,21,4,80,7,2,3,2,2,0
40,No,Travel_Frequently,791,Research & Development,2,Medical,Female,38,2,Healthcare Representative,2,Married,4244,9931,No,24,4,80,8,2,3,8,7,3
34,No,Travel_Rarely,1111,Sales,2,Life Sciences,Female,93,2,Sales Executive,1,Married,6500,13305,No,17,3,80,6,1,3,3,2,1
42,No,Travel_Frequently,570,Research & Development,3,Life Sciences,Male,66,5,Manager,4,Divorced,18430,16225,No,13,3,80,24,4,2,24,7,14
23,Yes,Travel_Rarely,1243,Research & Development,3,Life Sciences,Male,63,1,Laboratory Technician,1,Married,1601,3445,Yes,21,4,80,1,2,3,0,0,0
24,No,Non-Travel,1092,Research & Development,3,Life Sciences,Male,60,1,Laboratory Technician,2,Divorced,2694,26551,No,11,3,80,1,4,3,1,0,0
52,No,Travel_Rarely,1325,Research & Development,4,Life Sciences,Female,82,2,Laboratory Technician,3,Married,3149,21821,No,20,4,80,9,3,3,5,2,1
50,No,Travel_Rarely,691,Research & Development,3,Medical,Male,64,4,Research Director,3,Married,17639,6881,No,16,3,80,30,3,3,4,3,0
29,Yes,Travel_Rarely,805,Research & Development,2,Life Sciences,Female,36,1,Laboratory Technician,1,Married,2319,6689,Yes,11,3,80,1,1,3,1,0,0
33,No,Travel_Rarely,213,Research & Development,3,Medical,Male,49,3,Research Director,3,Married,11691,25995,No,11,3,80,14,3,4,13,9,3
33,Yes,Travel_Rarely,118,Sales,3,Marketing,Female,69,2,Sales Executive,1,Single,5324,26507,No,15,3,80,6,3,3,3,2,0
47,No,Travel_Rarely,202,Research & Development,2,Other,Female,33,4,Manager,4,Married,16752,12982,Yes,11,3,80,26,3,2,26,14,3
36,No,Travel_Rarely,676,Research & Development,3,Other,Female,35,2,Manufacturing Director,2,Married,5228,23361,No,15,3,80,10,2,3,9,7,0
29,No,Travel_Rarely,1252,Research & Development,2,Life Sciences,Male,81,1,Research Scientist,3,Married,2700,23779,No,24,4,80,10,3,3,10,7,0
58,Yes,Travel_Rarely,286,Research & Development,4,Life Sciences,Male,31,5,Research Director,2,Single,19246,25761,Yes,12,3,80,40,2,3,31,15,13
35,No,Travel_Rarely,1258,Research & Development,4,Life Sciences,Female,40,1,Research Scientist,3,Single,2506,13301,No,13,3,80,7,0,3,2,2,2
42,No,Travel_Rarely,932,Research & Development,2,Life Sciences,Female,43,2,Manufacturing Director,4,Married,6062,4051,Yes,13,3,80,8,4,3,4,3,0
28,Yes,Travel_Rarely,890,Research & Development,4,Medical,Male,46,1,Research Scientist,3,Single,4382,16374,No,17,3,80,5,3,2,2,2,2
36,No,Travel_Rarely,1041,Human Resources,3,Human Resources,Male,36,1,Human Resources,2,Married,2143,25527,No,13,3,80,8,2,3,5,2,0
32,No,Travel_Rarely,859,Research & Development,3,Life Sciences,Female,98,2,Manufacturing Director,3,Married,6162,19124,No,12,3,80,14,3,3,14,13,6
40,No,Travel_Frequently,720,Research & Development,4,Medical,Male,51,2,Laboratory Technician,3,Single,5094,11983,No,14,3,80,10,6,3,1,0,0
30,No,Travel_Rarely,946,Research & Development,3,Medical,Female,52,2,Manufacturing Director,4,Single,6877,20234,Yes,24,4,80,12,4,2,0,0,0
45,No,Travel_Rarely,252,Research & Development,3,Life Sciences,Female,95,1,Research Scientist,3,Single,2274,6153,No,14,3,80,1,3,3,1,0,0
42,No,Travel_Rarely,933,Research & Development,3,Life Sciences,Male,98,2,Manufacturing Director,2,Married,4434,11806,No,13,3,80,10,3,2,9,8,7
38,No,Travel_Frequently,471,Research & Development,3,Life Sciences,Male,45,2,Healthcare Representative,1,Divorced,6288,4284,No,15,3,80,13,3,2,4,3,1
34,No,Travel_Frequently,702,Research & Development,4,Life Sciences,Female,100,1,Research Scientist,4,Single,2553,8306,No,16,3,80,6,3,3,5,2,1
49,Yes,Travel_Rarely,1184,Sales,3,Marketing,Female,43,3,Sales Executive,4,Married,7654,5860,No,18,3,80,9,3,4,9,8,7
55,Yes,Travel_Rarely,436,Sales,1,Medical,Male,37,2,Sales Executive,4,Single,5160,21519,No,16,3,80,12,3,2,9,7,7
43,No,Travel_Rarely,589,Research & Development,2,Life Sciences,Male,94,4,Research Director,1,Married,17159,5200,No,24,4,80,22,3,3,4,1,1
27,No,Travel_Rarely,269,Research & Development,1,Technical Degree,Male,42,3,Research Director,4,Divorced,12808,8842,Yes,16,3,80,9,3,3,9,8,0
35,No,Travel_Rarely,950,Research & Development,3,Other,Male,59,3,Manufacturing Director,3,Single,10221,18869,No,21,4,80,17,3,4,8,5,1
28,No,Travel_Rarely,760,Sales,4,Marketing,Female,81,2,Sales Executive,2,Married,4779,3698,Yes,20,4,80,8,2,3,8,7,7
34,No,Travel_Rarely,829,Human Resources,2,Human Resources,Male,88,1,Human Resources,4,Married,3737,2243,No,19,3,80,4,1,1,3,2,0
26,Yes,Travel_Frequently,887,Research & Development,2,Medical,Female,88,1,Research Scientist,3,Married,2366,20898,Yes,14,3,80,8,2,3,8,7,1
27,No,Non-Travel,443,Research & Development,3,Medical,Male,50,1,Research Scientist,4,Married,1706,16571,No,11,3,80,0,6,2,0,0,0
51,No,Travel_Rarely,1318,Sales,4,Marketing,Female,66,4,Manager,3,Married,16307,5594,No,14,3,80,29,2,2,20,6,4
44,No,Travel_Rarely,625,Research & Development,3,Medical,Male,50,2,Healthcare Representative,2,Single,5933,5197,No,12,3,80,10,2,2,5,2,2
25,No,Travel_Rarely,180,Research & Development,1,Medical,Male,65,1,Research Scientist,1,Single,3424,21632,No,13,3,80,6,3,2,4,3,0
33,No,Travel_Rarely,586,Sales,3,Medical,Male,48,2,Sales Executive,1,Divorced,4037,21816,No,22,4,80,9,5,3,9,8,0
35,No,Travel_Rarely,1343,Research & Development,1,Medical,Female,53,1,Research Scientist,1,Single,2559,17852,No,11,3,80,6,3,2,6,5,1
36,No,Travel_Rarely,928,Sales,2,Life Sciences,Male,56,2,Sales Executive,4,Married,6201,2823,Yes,14,3,80,18,1,2,18,14,4
32,No,Travel_Rarely,117,Sales,4,Life Sciences,Male,73,2,Sales Executive,4,Divorced,4403,9250,No,11,3,80,8,3,2,5,2,0
30,No,Travel_Frequently,1012,Research & Development,4,Life Sciences,Male,75,1,Research Scientist,4,Divorced,3761,2373,No,12,3,80,10,3,2,5,4,0
53,No,Travel_Rarely,661,Sales,2,Marketing,Female,78,3,Sales Executive,4,Married,10934,20715,Yes,18,3,80,35,3,3,5,2,0
45,No,Travel_Rarely,930,Sales,3,Marketing,Male,74,3,Sales Executive,1,Divorced,10761,19239,Yes,12,3,80,18,2,3,5,4,0
32,No,Travel_Rarely,638,Research & Development,2,Medical,Female,91,2,Research Scientist,3,Married,5175,22162,No,12,3,80,9,3,2,5,3,1
52,No,Travel_Frequently,890,Research & Development,4,Medical,Female,81,4,Manufacturing Director,4,Married,13826,19028,No,22,4,80,31,3,3,9,8,0
37,No,Travel_Rarely,342,Sales,4,Marketing,Male,66,2,Sales Executive,3,Divorced,6334,24558,No,19,3,80,9,2,3,1,0,0
28,No,Travel_Rarely,1169,Human Resources,2,Medical,Male,63,1,Human Resources,4,Divorced,4936,23965,No,13,3,80,6,6,3,5,1,0
22,No,Travel_Rarely,1230,Research & Development,2,Life Sciences,Male,33,2,Manufacturing Director,4,Married,4775,19146,No,22,4,80,4,2,1,2,2,2
44,No,Travel_Rarely,986,Research & Development,4,Life Sciences,Male,62,1,Laboratory Technician,4,Married,2818,5044,Yes,24,4,80,10,2,2,3,2,0
42,No,Travel_Frequently,1271,Research & Development,1,Medical,Male,35,1,Research Scientist,4,Single,2515,9068,Yes,14,3,80,8,2,3,2,1,2
36,No,Travel_Rarely,1278,Human Resources,3,Life Sciences,Male,77,1,Human Resources,1,Married,2342,8635,No,21,4,80,6,3,3,5,4,0
25,No,Travel_Rarely,141,Sales,1,Other,Male,98,2,Sales Executive,1,Married,4194,14363,Yes,18,3,80,5,3,3,5,3,0
35,No,Travel_Rarely,607,Research & Development,3,Life Sciences,Female,66,3,Manufacturing Director,3,Married,10685,23457,Yes,20,4,80,17,2,3,17,14,5
35,Yes,Travel_Frequently,130,Research & Development,4,Life Sciences,Female,96,1,Research Scientist,2,Divorced,2022,16612,Yes,19,3,80,10,3,2,10,2,7
32,No,Non-Travel,300,Research & Development,3,Life Sciences,Male,61,1,Laboratory Technician,4,Divorced,2314,9148,No,12,3,80,4,2,3,3,0,0
25,No,Travel_Rarely,583,Sales,1,Marketing,Male,87,2,Sales Executive,1,Married,4256,18154,No,12,3,80,5,1,4,5,2,0
49,No,Travel_Rarely,1418,Research & Development,3,Technical Degree,Female,36,1,Research Scientist,1,Married,3580,10554,No,16,3,80,7,2,3,4,2,0
24,No,Non-Travel,1269,Research & Development,1,Life Sciences,Male,46,1,Laboratory Technician,4,Married,3162,10778,No,17,3,80,6,2,2,5,2,3
32,No,Travel_Frequently,379,Sales,2,Life Sciences,Male,48,2,Sales Executive,2,Married,6524,8891,No,14,3,80,10,3,3,10,8,5
38,No,Travel_Rarely,395,Sales,3,Marketing,Male,98,1,Sales Representative,2,Married,2899,12102,No,19,3,80,3,3,3,2,2,1
42,No,Travel_Rarely,1265,Research & Development,3,Life Sciences,Female,95,2,Laboratory Technician,4,Married,5231,23726,Yes,13,3,80,17,1,2,5,3,1
31,No,Travel_Rarely,1222,Research & Development,4,Life Sciences,Male,48,1,Research Scientist,4,Married,2356,14871,Yes,19,3,80,8,2,3,6,4,0
29,Yes,Travel_Rarely,341,Sales,3,Medical,Female,48,1,Sales Representative,3,Divorced,2800,23522,Yes,19,3,80,5,3,3,3,2,0
53,No,Travel_Rarely,868,Sales,3,Marketing,Male,73,4,Sales Executive,4,Married,11836,22789,No,14,3,80,28,3,3,2,0,2
35,No,Travel_Rarely,672,Research & Development,3,Technical Degree,Male,78,3,Manufacturing Director,2,Married,10903,9129,No,16,3,80,16,2,3,13,10,4
37,No,Travel_Frequently,1231,Sales,2,Medical,Female,54,1,Sales Representative,4,Married,2973,21222,No,15,3,80,10,3,3,5,4,0
53,No,Travel_Rarely,102,Research & Development,4,Life Sciences,Female,72,4,Research Director,4,Single,14275,20206,No,18,3,80,33,0,3,12,9,3
43,No,Travel_Frequently,422,Research & Development,3,Life Sciences,Female,33,2,Healthcare Representative,4,Married,5562,21782,No,13,3,80,12,2,2,5,2,2
47,No,Travel_Rarely,249,Sales,2,Marketing,Female,35,2,Sales Executive,4,Married,4537,17783,Yes,22,4,80,8,2,3,7,6,7
37,No,Non-Travel,1252,Sales,2,Medical,Male,32,3,Sales Executive,2,Single,7642,4814,Yes,13,3,80,10,2,3,10,0,0
50,No,Non-Travel,881,Research & Development,4,Life Sciences,Male,98,4,Manager,1,Divorced,17924,4544,No,11,3,80,31,3,3,31,6,14
39,No,Travel_Rarely,1383,Human Resources,3,Life Sciences,Female,42,2,Human Resources,4,Married,5204,7790,No,11,3,80,13,2,3,5,4,0
33,No,Travel_Rarely,1075,Human Resources,2,Human Resources,Male,57,1,Human Resources,2,Divorced,2277,22650,Yes,11,3,80,7,4,4,4,3,0
32,Yes,Travel_Rarely,374,Research & Development,4,Life Sciences,Male,87,1,Laboratory Technician,4,Single,2795,18016,Yes,24,4,80,1,2,1,1,0,0
29,No,Travel_Rarely,1086,Research & Development,1,Medical,Female,62,1,Laboratory Technician,4,Divorced,2532,6054,No,14,3,80,8,5,3,4,3,0
44,No,Travel_Rarely,661,Research & Development,2,Life Sciences,Male,61,1,Research Scientist,1,Married,2559,7508,Yes,13,3,80,8,0,3,8,7,7
28,No,Travel_Rarely,821,Sales,4,Medical,Male,98,2,Sales Executive,4,Single,4908,24252,No,14,3,80,4,3,3,4,2,0
58,Yes,Travel_Frequently,781,Research & Development,1,Life Sciences,Male,57,1,Laboratory Technician,4,Divorced,2380,13384,Yes,14,3,80,3,3,2,1,0,0
43,No,Travel_Rarely,177,Research & Development,3,Life Sciences,Female,55,2,Manufacturing Director,2,Divorced,4765,23814,No,21,4,80,4,2,4,1,0,0
20,Yes,Travel_Rarely,500,Sales,3,Medical,Female,49,1,Sales Representative,3,Single,2044,22052,No,13,3,80,2,3,2,2,2,0
21,Yes,Travel_Rarely,1427,Research & Development,1,Other,Female,65,1,Research Scientist,4,Single,2693,8870,No,19,3,80,1,3,2,1,0,0
36,No,Travel_Rarely,1425,Research & Development,1,Life Sciences,Male,68,2,Healthcare Representative,4,Married,6586,4821,Yes,17,3,80,17,2,2,16,8,4
47,No,Travel_Rarely,1454,Sales,4,Life Sciences,Female,65,1,Sales Representative,4,Single,3294,13137,Yes,18,3,80,3,3,2,3,2,1
22,Yes,Travel_Rarely,617,Research & Development,1,Life Sciences,Female,34,2,Manufacturing Director,3,Married,4171,10022,Yes,19,3,80,4,3,4,3,2,0
41,Yes,Travel_Rarely,1085,Research & Development,4,Life Sciences,Female,57,1,Laboratory Technician,4,Divorced,2778,17725,Yes,13,3,80,10,1,2,7,7,1
28,No,Travel_Rarely,995,Research & Development,3,Medical,Female,77,1,Research Scientist,3,Divorced,2377,9834,No,18,3,80,6,2,3,2,2,2
39,Yes,Travel_Rarely,1122,Research & Development,3,Medical,Male,70,1,Laboratory Technician,1,Married,2404,4303,Yes,21,4,80,8,2,1,2,2,2
27,No,Travel_Rarely,618,Research & Development,3,Life Sciences,Female,76,1,Research Scientist,3,Single,2318,17808,No,19,3,80,1,2,3,1,1,0
34,No,Travel_Rarely,546,Research & Development,3,Life Sciences,Male,83,1,Laboratory Technician,2,Divorced,2008,6896,No,14,3,80,1,3,3,1,0,1
42,No,Travel_Rarely,462,Sales,2,Medical,Female,68,2,Sales Executive,3,Single,6244,7824,No,17,3,80,10,6,3,5,4,0
33,No,Travel_Rarely,1198,Research & Development,4,Other,Male,100,1,Research Scientist,1,Single,2799,3339,Yes,11,3,80,6,1,3,3,2,0
58,No,Travel_Rarely,1272,Research & Development,3,Technical Degree,Female,37,3,Healthcare Representative,2,Divorced,10552,9255,Yes,13,3,80,24,3,3,6,0,0
31,No,Travel_Rarely,154,Sales,4,Life Sciences,Male,41,1,Sales Representative,3,Married,2329,11737,No,15,3,80,13,2,4,7,7,5
35,No,Travel_Rarely,1137,Research & Development,1,Life Sciences,Female,51,2,Healthcare Representative,4,Married,4014,19170,Yes,25,4,80,10,2,1,10,6,0
49,No,Travel_Rarely,527,Research & Development,2,Other,Female,51,3,Laboratory Technician,2,Married,7403,22477,No,11,3,80,29,3,2,26,9,1
48,No,Travel_Rarely,1469,Research & Development,4,Medical,Male,51,1,Research Scientist,3,Married,2259,5543,No,17,3,80,13,2,2,0,0,0
31,No,Non-Travel,1188,Sales,2,Marketing,Female,45,2,Sales Executive,3,Married,6932,24406,No,13,3,80,9,2,2,9,8,0
36,No,Travel_Rarely,188,Research & Development,4,Other,Male,65,1,Research Scientist,4,Single,4678,23293,No,18,3,80,8,6,3,6,2,0
38,No,Travel_Rarely,1333,Research & Development,3,Technical Degree,Female,80,3,Research Director,1,Married,13582,16292,No,13,3,80,15,3,3,15,12,5
32,No,Non-Travel,1184,Research & Development,3,Life Sciences,Female,70,1,Laboratory Technician,2,Married,2332,3974,No,20,4,80,5,3,3,3,0,0
25,Yes,Travel_Rarely,867,Sales,2,Marketing,Male,36,1,Sales Representative,2,Married,2413,18798,Yes,18,3,80,1,2,3,1,0,0
40,No,Travel_Rarely,658,Sales,4,Marketing,Male,67,3,Sales Executive,2,Divorced,9705,20652,No,12,3,80,11,2,2,1,0,0
26,No,Travel_Frequently,1283,Sales,3,Medical,Male,52,2,Sales Executive,1,Single,4294,11148,No,12,3,80,7,2,3,7,7,0
41,No,Travel_Rarely,263,Research & Development,3,Medical,Male,59,1,Laboratory Technician,1,Single,4721,3119,Yes,13,3,80,20,3,3,18,13,2
36,No,Travel_Rarely,938,Research & Development,4,Medical,Male,79,1,Laboratory Technician,3,Single,2519,12287,No,21,4,80,16,6,3,11,8,3
19,Yes,Travel_Rarely,419,Sales,3,Other,Male,37,1,Sales Representative,2,Single,2121,9947,Yes,13,3,80,1,3,4,1,0,0
20,Yes,Travel_Rarely,129,Research & Development,3,Technical Degree,Male,84,1,Laboratory Technician,1,Single,2973,13008,No,19,3,80,1,2,3,1,0,0
31,No,Travel_Rarely,616,Research & Development,3,Medical,Female,41,2,Healthcare Representative,4,Married,5855,17369,Yes,11,3,80,10,2,1,9,7,8
40,No,Travel_Frequently,1469,Research & Development,4,Medical,Male,35,1,Research Scientist,2,Divorced,3617,25063,Yes,14,3,80,3,2,3,1,1,0
32,No,Travel_Rarely,498,Research & Development,4,Medical,Female,93,2,Manufacturing Director,1,Married,6725,13554,No,12,3,80,8,2,4,8,7,6
36,Yes,Travel_Rarely,530,Sales,1,Life Sciences,Male,51,3,Sales Executive,4,Married,10325,5518,Yes,11,3,80,16,6,3,16,7,3
33,No,Travel_Rarely,1069,Research & Development,3,Life Sciences,Female,42,2,Healthcare Representative,4,Single,6949,12291,No,14,3,80,6,3,3,5,0,1
37,Yes,Travel_Rarely,625,Sales,4,Life Sciences,Male,46,3,Sales Executive,3,Married,10609,14922,No,11,3,80,17,2,1,14,1,11
45,No,Non-Travel,805,Research & Development,2,Life Sciences,Male,57,2,Laboratory Technician,2,Married,4447,23163,No,12,3,80,9,5,2,9,7,0
29,No,Travel_Frequently,1404,Sales,3,Technical Degree,Female,84,1,Sales Representative,4,Married,2157,18203,No,15,3,80,3,5,3,3,1,0
35,No,Travel_Rarely,1219,Sales,3,Medical,Female,86,2,Sales Executive,3,Married,4601,6179,No,16,3,80,5,3,3,5,2,1
52,No,Travel_Rarely,1053,Research & Development,2,Life Sciences,Male,70,4,Manager,4,Married,17099,13829,No,15,3,80,26,2,2,9,8,7
58,Yes,Travel_Rarely,289,Research & Development,3,Technical Degree,Male,51,1,Research Scientist,3,Single,2479,26227,No,24,4,80,7,4,3,1,0,0
53,No,Travel_Rarely,1376,Sales,2,Medical,Male,45,4,Manager,3,Divorced,14852,13938,No,13,3,80,22,3,4,17,13,15
30,No,Travel_Rarely,231,Sales,2,Other,Male,62,3,Sales Executive,3,Divorced,7264,9977,No,11,3,80,10,2,4,8,4,7
38,No,Non-Travel,152,Sales,3,Technical Degree,Female,85,2,Sales Executive,4,Single,5666,19899,Yes,13,3,80,6,1,3,5,3,1
35,No,Travel_Rarely,882,Sales,4,Life Sciences,Male,92,3,Sales Executive,4,Divorced,7823,6812,No,13,3,80,12,2,3,10,9,0
39,No,Travel_Rarely,903,Sales,5,Life Sciences,Male,41,3,Sales Executive,3,Single,7880,2560,No,18,3,80,9,3,3,8,7,0
40,Yes,Non-Travel,1479,Sales,3,Life Sciences,Female,100,4,Sales Executive,2,Single,13194,17071,Yes,16,3,80,22,2,2,1,0,0
47,No,Travel_Frequently,1379,Research & Development,4,Medical,Male,64,2,Manufacturing Director,3,Divorced,5067,6759,Yes,19,3,80,20,3,4,19,10,2
36,No,Non-Travel,1229,Sales,4,Technical Degree,Male,84,2,Sales Executive,4,Divorced,5079,25952,No,13,3,80,12,3,3,7,7,0
31,Yes,Non-Travel,335,Research & Development,2,Medical,Male,46,1,Research Scientist,1,Single,2321,10322,Yes,22,4,80,4,0,3,3,2,1
33,No,Non-Travel,722,Sales,3,Life Sciences,Male,38,4,Manager,3,Single,17444,20489,No,11,3,80,10,2,3,10,8,6
29,Yes,Travel_Rarely,906,Research & Development,3,Life Sciences,Female,92,1,Research Scientist,1,Single,2404,11479,Yes,20,4,80,3,5,3,0,0,0
33,No,Travel_Rarely,461,Research & Development,1,Life Sciences,Female,53,1,Research Scientist,4,Single,3452,17241,No,18,3,80,5,4,3,3,2,0
